id;hoofdstuk;regel;titel;samenvatting;spreker;npcs;flags_geschreven;relaties_geschreven;flags_gelezen;stat_checks;uitrusting;puzzle;combat;image;eretitel;aantal_keuzes;keuzes
CH2_S01;CH2;3794;"Semele, Prinses van Thebe";Lijn Semele. Semele van Thebe ontvangt 's nachts een minnaar die Jupiter blijkt te zijn.;;semele;;;;;;;;;;1;Volg Semele door de volgende nacht -> CH2_S02
CH2_S02;CH2;3813;De Oude Voedster;"Juno, vermomd als voedster Beroë, zaait twijfel. Drie houdingskeuzes (twee via een tussenscène).";;;;;;;;;;;;3;"Luister aandachtig — haar wantrouwen groeit met elk woord -> CH2_S03 | Weet zelf niet goed wat je van haar woorden moet denken -> CH2_S02B | Wuif de twijfel eerst weg, uit vertrouwen in haar minnaar -> CH2_S02B"
CH2_S02B;CH2;3831;Toch Twijfel;"De twijfel blijft knagen; Semele besluit de vraag te stellen. Zuivere vertraging.";;;;;;;;;;;;1;Stel hem de vraag die ze niet meer kan inslikken -> CH2_S03
CH2_S03;CH2;3845;Een Onmogelijke Eed;Semele laat Jupiter bij de Styx zweren elke wens te vervullen. Poortwachter: praesens-puzzel.;;;;;;;;puzzle_ch2s_praesens;;;;1;Wacht af wat Semele nu van hem vraagt -> CH2_S04
CH2_S04;CH2;3862;De Wens;Semele eist Jupiter te zien in zijn ware gedaante. Poortwachter: imperativus-puzzel.;;;;;;;;puzzle_ch2s_imperativus;;;;1;Kijk hoe Jupiter reageert op haar eis -> CH2_S05
CH2_S05;CH2;3879;Jupiters Wanhoop;"Jupiter beseft wat dat betekent maar kan de eed niet breken; Athena kijkt zwijgend toe. Drie houdingskeuzes.";;athena;;;;;;;;;;3;"Denk streng — hij had zo'n eed nooit lichtzinnig mogen zweren -> CH2_S06 | Kijk toe, niet goed wetend wie hier eigenlijk het meeste medelijden verdient -> CH2_S06 | Voel meelij met Jupiter, gevangen door zijn eigen onbezonnen woord -> CH2_S06"
CH2_S06;CH2;3900;Verschroeid door Glorie;Jupiter verschijnt in volle glorie en Semele wordt verteerd. Poortwachter: esse-puzzel.;;;;;;;;puzzle_ch2s_esse;;semele_verteerd.png;;1;Doorzoek de as -> CH2_S06B
CH2_S06B;CH2;3920;Zoeken in de As;De speler doorzoekt de as naar het ongeboren kind. Drie routes (rand / Vis / Prudentia).;;;;;;vis 13 | prudentia 11;;;;;;3;"Zoek voorzichtig langs de rand van de as, op veilige afstand van de gloed -> CH2_S06_OPEN | Breek met kracht door omgevallen, nog gloeiende balken heen om dieper te kunnen zoeken -> CH2_S06_VIS | Lees de sporen in de as — een verstoord plekje, de richting waarin iets net is verdwenen -> CH2_S06_PRU"
CH2_S06_OPEN;CH2;3936;Langs de Rand;Open route: langs de rand zoeken. Schrijft de dode flag ch2_s06_route=open.;;;ch2_s06_route=open;;;;;;;;;1;Kijk of er nog iets van haar te redden valt -> CH2_S07
CH2_S06_VIS;CH2;3953;Door het Puin;Vis-route: door gloeiende balken breken. Schrijft de dode flag ch2_s06_route=vis.;;;ch2_s06_route=vis;;;;;;;;;1;Kijk of er nog iets van haar te redden valt -> CH2_S07
CH2_S06_PRU;CH2;3970;Sporen in de As;Prudentia-route: sporen in de as lezen. Schrijft de dode flag ch2_s06_route=prudentia.;;;ch2_s06_route=prudentia;;;;;;;;;1;Kijk of er nog iets van haar te redden valt -> CH2_S07
CH2_S07;CH2;3987;Gered uit de As;Jupiter naait het ongeboren kind in zijn eigen dij.;;;;;;;;;;;;1;Wacht de laatste maanden af -> CH2_S08
CH2_S08;CH2;4003;De Geboorte van Bacchus;"Bacchus wordt tweemaal geboren. Zet ch2_lijn_semele, souvenir (wijnrank), eretitel; terugverwijzing naar Midas.";;semele | bacchus;ch2_lijn_semele=true;;;;souvenir_semele;;;geboorte_bacchus.png;ch2_semele;1;Keer terug — er wachten nog meer verhalen -> CH2_000
CH2_K01;CH2;4045;"Kallisto, Nimf van Artemis";"Lijn Kallisto. Kallisto, jachtgezellin van Artemis, wordt door Zeus alleen aangetroffen bij een bron.";;kallisto | diana;;;;;;;;;;1;Kijk toe wat Zeus van plan is -> CH2_K02
CH2_K02;CH2;4064;Vermomd als Artemis;"Zeus vermomt zich als Artemis en misleidt haar; ze durft het aan niemand te vertellen. Drie houdingskeuzes.";;;;;;;;;;;;3;"Blijf nuchter — dit is hoe goden nu eenmaal met stervelingen omgaan -> CH2_K03 | Weet niet goed wat je van Zeus' gedrag moet vinden -> CH2_K03 | Voel woede namens Kallisto, die niets van dit alles kon vermoeden -> CH2_K03"
CH2_K03;CH2;4082;"Een Zoon, Arcas";Kallisto verbergt haar zwangerschap en bevalt in het geheim van Arcas.;;;;;;;;;;;;1;Volg haar terug naar de groep -> CH2_K04
CH2_K04;CH2;4096;Ontdekt door de Band;"Bij de badplaats wordt haar zwangerschap ontdekt; Artemis verstoot haar. Poortwachter: imperativus-puzzel.";;;;;;;;puzzle_ch2k_imperativus;;;;1;Kijk toe hoe Kallisto de groep verlaat -> CH2_K05
CH2_K05;CH2;4113;Op de Vlucht;Kallisto vlucht de bergen in. Poortwachter: praesens-puzzel.;;;;;;;;puzzle_ch2k_praesens;;;;1;Volg haar het gebergte in -> CH2_K05B
CH2_K05B;CH2;4130;Kallisto's Spoor;De speler moet haar spoor volgen. Drie routes (afstand / Robur / Prudentia).;;;;;;robur 13 | prudentia 11;;;;;;3;"Blijf op veilige afstand en volg haar spoor rustiger, ook al raak je haar soms bijna kwijt -> CH2_K05_OPEN | Zet door in haar moordende tempo, uren aan een stuk, zonder de rust te vragen die zij zichzelf ook niet gunt -> CH2_K05_ROB | Lees afgebroken takjes en verstoorde steentjes en neem een kortere route die je vóór haar op het volgende punt brengt -> CH2_K05_PRU"
CH2_K05_OPEN;CH2;4146;Op Veilige Afstand;Open route: op veilige afstand volgen. Schrijft de dode flag ch2_k05_route=open.;;;ch2_k05_route=open;;;;;;;;;1;"Blijf haar volgen, ondanks alles -> CH2_K06"
CH2_K05_ROB;CH2;4163;In Haar Tempo;Robur-route: haar moordende tempo bijhouden. Schrijft de dode flag ch2_k05_route=robur.;;;ch2_k05_route=robur;;;;;;;;;1;"Blijf haar volgen, ondanks alles -> CH2_K06"
CH2_K05_PRU;CH2;4180;Het Kortere Pad;Prudentia-route: haar spoor lezen en afsnijden. Schrijft de dode flag ch2_k05_route=prudentia.;;;ch2_k05_route=prudentia;;;;;;;;;1;"Blijf haar volgen, ondanks alles -> CH2_K06"
CH2_K06;CH2;4197;Hera's Ontdekking;Hera ontdekt de waarheid en richt haar woede op Kallisto. Drie houdingskeuzes.;;;;;;;;;;;;3;Weet allang dat genade nooit Hera's stijl is geweest -> CH2_K07 | Wacht simpelweg af wat Hera gaat doen -> CH2_K07 | Hoop in stilte dat Hera deze ene keer genade toont -> CH2_K07
CH2_K07;CH2;4213;Veranderd in een Berin;"Hera verandert Kallisto in een berin; Athena kijkt toe zonder in te grijpen. Poortwachter: esse-puzzel.";;athena;;;;;;puzzle_ch2k_esse;;kallisto_berin.png;;1;Volg haar spoor de jaren door -> CH2_K08
CH2_K08;CH2;4238;"Arcas, de Jager";Jaren later heft Arcas als jager zijn speer tegen zijn eigen moeder.;;;;;;;;;;;;1;Wacht af wat er gebeurt -> CH2_K09
CH2_K09;CH2;4254;Onder de Sterren;"Zeus grijpt in en maakt hen tot Grote en Kleine Beer. Zet ch2_lijn_kallisto, souvenir (berenvacht), eretitel.";;kallisto | diana;ch2_lijn_kallisto=true;;;;souvenir_kallisto;;;kallisto_sterrenbeeld.png;ch2_kallisto;1;Keer terug — er wachten nog meer verhalen -> CH2_000
CH2_H01;CH2;4296;"Herakles, Zoon van Zeus";Lijn Herakles. Hera vertraagt zijn geboorte zodat Eurystheus het geboorterecht krijgt.;;herakles | zeus | hera;;;;;;;;;;1;Kijk naar zijn eerste dagen als baby -> CH2_H02
CH2_H02;CH2;4315;De Slangen in de Wieg;De baby Herakles wurgt twee slangen in zijn wieg. Poortwachter: praesens-puzzel.;;;;;;;;puzzle_ch2h_praesens;;;;1;Kijk hoe de familie op dit voorteken reageert -> CH2_H03
CH2_H03;CH2;4334;Een Voorteken;Thebe reageert verdeeld op het voorteken. Drie houdingskeuzes.;;;;;;;;;;;;3;Voel onbehagen — een kracht als deze trekt altijd rampspoed aan -> CH2_H04 | Weet niet goed wat je van dit voorteken moet denken -> CH2_H04 | Voel bewondering voor wat dit kind ooit zal worden -> CH2_H04
CH2_H04;CH2;4350;Een Vrouw en Kinderen;"Herakles verdedigt Thebe, trouwt met Megara en kent jaren van geluk.";;;;;;;;;;;;1;"Blijf nog even bij dit geluk stilstaan, voor het te laat is -> CH2_H05"
CH2_H05;CH2;4366;Hera's Waanzin;"Hera stuurt Lyssa, de geest van de razernij. Drie houdingskeuzes.";;;;;;;;;;;;3;"Weet dat dit een noodlot is dat niemand had kunnen afwenden -> CH2_H06 | Kijk toe, verlamd door een onheil dat je niet kunt plaatsen -> CH2_H06 | Wil wanhopig ingrijpen, wetend wat er komen gaat -> CH2_H06"
CH2_H06;CH2;4384;De Daad die Niet Ongedaan Kan Worden;"In waanzin doodt Herakles zijn gezin; de daad zelf blijft buiten beeld.";;;;;;;;;;herakles_nasleep.png;;1;"Blijf bij hem, ook al is er niets meer te zeggen -> CH2_H07"
CH2_H07;CH2;4403;Het Orakel van Delphi;Delphi legt hem tien jaar dienst onder Eurystheus op. Poortwachter: imperativus-puzzel.;;;;;;;;puzzle_ch2h_imperativus;;;;1;Wacht af welke eerste beproeving hem te wachten staat -> CH2_H07B
CH2_H07B;CH2;4422;De Tweede Uitgang;Bij het hol van de Nemeïsche leeuw ontdekt de speler een tweede uitgang. Drie routes (melden / Vis / Agilitas).;;;;;;vis 11 | agilitas 13;;;;;;3;"Wijs Herakles op de tweede opening — hij regelt het zelf -> CH2_H08 | Rol een zwaar rotsblok voor de tweede opening, schouder aan schouder met Herakles' eigen kracht -> CH2_H07_VIS | Sluip om de grot heen en stapel snel losse stenen en takken op, voor het beest iets in de gaten heeft -> CH2_H07_AGI"
CH2_H07_VIS;CH2;4438;Het Rotsblok;Vis-route: een rotsblok voor de tweede opening rollen. Schrijft de dode flag ch2_h07_route=vis.;;;ch2_h07_route=vis;;;;;;;;;1;Kijk hoe Herakles de grot binnengaat -> CH2_H08
CH2_H07_AGI;CH2;4455;Stenen en Takken;Agilitas-route: stenen en takken opstapelen. Schrijft de dode flag ch2_h07_route=agilitas.;;;ch2_h07_route=agilitas;;;;;;;;;1;Kijk hoe Herakles de grot binnengaat -> CH2_H08
CH2_H08;CH2;4472;De Eerste Taak: de Nemeïsche Leeuw;Eerste werk: de Nemeïsche Leeuw. Combat-bridge.;;;;;;;;;nemeische_leeuw;;;1;Kijk hoe hij zich herstelt van het gevecht -> CH2_H09
CH2_H09;CH2;4491;Ontsnapt aan de Klauwen;"Herakles wurgt de leeuw en draagt voortaan zijn huid; hij geeft zijn oude harnas aan de speler. Zet herakles_harnas (ontgrendelt armor:licht) — de best uitgeleze flag van het spel.";;;herakles_harnas=true;;;;armor:licht;;;;;1;Vraag je af wat de volgende beproeving zal zijn -> CH2_H10
CH2_H10;CH2;4512;De Tweede Taak: de Hydra van Lerna;"Tweede werk: de Hydra van Lerna, met Iolaos' fakkel. Poortwachter: posse-puzzel.";;;;;;;;puzzle_ch2h_posse;;;;1;Volg hen het moeras in -> CH2_H10B
CH2_H10B;CH2;4529;Hera's Krab;Hera stuurt een reuzenkrab. Drie routes (waarschuwen / Robur / Agilitas).;;;;;;robur 11 | agilitas 13;;;;;;3;"Roep waarschuwend naar Iolaos, die al bijspringt -> CH2_H11 | Stamp het beest zelf onder je hiel, ondanks de pijnlijke klauwen die zich vastklemmen -> CH2_H10_ROB | Grijp de krab bij zijn schaar en smijt hem terug het moeras in voor hij kan toebijten -> CH2_H10_AGI"
CH2_H10_ROB;CH2;4545;Onder je Hiel;Robur-route: de krab onder de hiel verbrijzelen. Schrijft de dode flag ch2_h10_route=robur.;;;ch2_h10_route=robur;;;;;;;;;1;Volg hen het moeras in -> CH2_H11
CH2_H10_AGI;CH2;4562;Weggesmeten;Agilitas-route: de krab wegsmijten. Schrijft de dode flag ch2_h10_route=agilitas.;;;ch2_h10_route=agilitas;;;;;;;;;1;Volg hen het moeras in -> CH2_H11
CH2_H11;CH2;4579;In het Moeras;"De Hydra wordt verslagen; de onsterfelijke kop komt onder een rotsblok. Combat-bridge.";;;;;;;;;hydra;;;1;Kijk hoe het gevecht wordt beoordeeld -> CH2_H12
CH2_H12;CH2;4596;Tien Wordt Twaalf;"Eurystheus keurt de Hydra af; tien wordt twaalf. Zet ch2_lijn_herakles + de dode flag herakles_taken_voltooid=2, souvenir, eretitel.";;herakles | megara;ch2_lijn_herakles=true | herakles_taken_voltooid=2;;;;souvenir_herakles_leeuw;;;;ch2_herakles_eerste_taken;1;Keer terug — er wachten nog meer verhalen -> CH2_000
CH2_ATHENA;CH2;4635;De Godin Spreekt;Fragmenten-gate bereikt: Athena spreekt voor het eerst als mentor over heldendom. Draagt de relatie-payoff uit CH2_L07B.;;athena;;;athena;;;;;athena_mentor_ch2.png;ch2_athena_mentor;1;Laat haar woorden bezinken -> CH2_ORAKEL
CH2_ORAKEL;CH2;4662;Het Orakel Keert Terug;Het Orakel vat de vier verhalen samen.;;;;;;;;;;;;1;Luister verder -> CH2_EINDE
CH2_EINDE;CH2;4685;Het Einde van Hoofdstuk 2;"Hoofdstukafsluiting; de poort naar Hoofdstuk 3 opent.";;;;;;;;;;;;1;Stap door de poort -> CH3_000
CH3_000;CH3;4719;Beloften van Goden en Mensen;Hub van Hoofdstuk 3. Twee [DONE]-lijnen (Io / Herakles) plus een [REQUIRE:fragments=6]-gate naar Athena.;;;;;ch3_lijn_io | ch3_lijn_herakles;;;;;;;3;"Volg Io, priesteres van Juno en Jupiters volgende geheime liefde -> CH3_IO01 | Volg Herakles, die tien beproevingen te gaan heeft -> CH3_H01 | Spreek het Orakel aan, nu beide verhalen zijn gehoord -> CH3_ATHENA"
CH3_IO01;CH3;4740;"Io, Priesteres van Juno";"Lijn Io. Io dient als priesteres in Juno's eigen tempel; Jupiter ziet haar bij de rivier.";;io | hera;;;;;;;;;;1;Kijk hoe Jupiter zijn kans grijpt -> CH3_IO02
CH3_IO02;CH3;4759;Een Wolk op een Heldere Dag;Jupiter trekt een wolk over Argos om zijn daad te verbergen. Poortwachter: genitivus-puzzel.;;;;;;;;puzzle_ch3io_genitivus;;;;1;Kijk wat er gebeurt wanneer de wolk optrekt -> CH3_IO03
CH3_IO03;CH3;4778;Een Vaars in Plaats van een Vrouw;"Juno daalt af; Jupiter verandert Io in een vaars om betrapping te ontlopen. Drie houdingskeuzes.";;;;;;;;;;;;3;"Voel medelijden met Io, die niets van dit alles heeft gekozen -> CH3_IO04 | Voel vooral verachting voor Jupiters lafheid — hij redt zichzelf, niet haar -> CH3_IO04 | Kijk toe, niet goed wetend wie hier meer medelijden verdient -> CH3_IO04"
CH3_IO04;CH3;4796;Een Ongemakkelijk Cadeau;"Juno eist de vaars als geschenk; Jupiter kan niet weigeren. Poortwachter: dativus-puzzel.";;;;;;;;puzzle_ch3io_dativus;;;;1;Kijk wat Juno met haar nieuwe bezit van plan is -> CH3_IO05
CH3_IO05;CH3;4815;"Argus Panoptes, de Honderdogige Wachter";"Argus Panoptes, de honderdogige wachter, krijgt Io onder toezicht.";;argus;;;;;;;;argus_bewaakt_io.png;;1;Kijk hoe Io haar nieuwe gevangenschap doorstaat -> CH3_IO06
CH3_IO06;CH3;4837;Een Naam in het Zand;Io schrijft haar naam in het zand voor haar vader Inachus. Drie houdingskeuzes.;;;;;;;;;;;;3;"Blijf bij dit moment stilstaan, geraakt door zoveel onmacht -> CH3_IO07 | Concludeer nuchter dat medelijden hier niets zal veranderen -> CH3_IO07 | Kijk toe, zonder goed te weten wat je met dit verdriet aan moet -> CH3_IO07"
CH3_IO07;CH3;4855;Jupiter Stuurt Hulp;Jupiter stuurt Mercurius om Argus te laten slapen.;;hermes;;;;;;;;;;1;Volg Mercurius op zijn missie -> CH3_IO07B
CH3_IO07B;CH3;4874;Terwijl Mercurius Speelt;De speler moet Mercurius' list afschermen. Drie routes (zitten / Robur / Gratia).;;;;;;robur 13 | gratia 11;;;;;;3;"Blijf gewoon zitten kijken, alert genoeg -> CH3_IO07_OPEN | Houd urenlang, zonder ooit je aandacht te verliezen, de omgeving in de gaten -> CH3_IO07_ROB | Praat een nieuwsgierige voorbijganger die te dichtbij komt behendig een andere kant op -> CH3_IO07_GRA"
CH3_IO07_OPEN;CH3;4890;Op Wacht;Open route: alert blijven zitten. Schrijft de dode flag ch3_io07_route=open.;;;ch3_io07_route=open;;;;;;;;;1;Kijk hoe Mercurius zijn verhaal voortzet -> CH3_IO08
CH3_IO07_ROB;CH3;4907;Urenlang Waakzaam;Robur-route: urenlang waakzaam blijven. Schrijft de dode flag ch3_io07_route=robur.;;;ch3_io07_route=robur;;;;;;;;;1;Kijk hoe Mercurius zijn verhaal voortzet -> CH3_IO08
CH3_IO07_GRA;CH3;4924;Een Vriendelijk Woord;Gratia-route: een nieuwsgierige herder wegpraten. Schrijft de dode flag ch3_io07_route=gratia.;;;ch3_io07_route=gratia;;;;;;;;;1;Kijk hoe Mercurius zijn verhaal voortzet -> CH3_IO08
CH3_IO08;CH3;4941;De Herder met de Fluit;Mercurius sust Argus in slaap met fluitspel en trage verhalen. Poortwachter: bijstelling-puzzel.;;;;;;;;puzzle_ch3io_bijstelling;;;;1;Kijk wat Mercurius doet zodra Argus eindelijk volledig slaapt -> CH3_IO09
CH3_IO09;CH3;4960;"Honderd Ogen, voor het Laatst Gesloten";Mercurius doodt de slapende Argus en bevrijdt Io.;;;;;;;;;;;;1;Kijk hoe Juno haar trouwe wachter eert -> CH3_IO10
CH3_IO10;CH3;4979;Honderd Ogen op een Pauwenstaart;Juno plaatst Argus' honderd ogen op de pauwenstaart en zint op nieuwe wraak.;;;;;;;;;;pauw_ogen_argus.png;;1;Wacht af wat Juno nu bedenkt -> CH3_IO11
CH3_IO11;CH3;4998;De Steekvlieg;"Juno stuurt de steekvlieg; Io rent de wereld rond. Drie routes (volgen / Robur / Gratia).";;;;;;robur 13 | gratia 11;;;;;;3;"Blijf haar volgen, zo goed en kwaad als het gaat -> CH3_IO11_OPEN | Houd het moordende tempo urenlang vol, dwars over bergen en kusten, zonder ooit te pauzeren -> CH3_IO11_ROB | Win onderweg herders en boeren voor je — hun gastvrijheid en aanwijzingen leggen haar spoor sneller bloot -> CH3_IO11_GRA"
CH3_IO11_OPEN;CH3;5016;Bijgebleven;Open route: haar spoor zo goed mogelijk volgen. Schrijft de dode flag ch3_io11_route=open.;;;ch3_io11_route=open;;;;;;;;;1;Kijk hoe de tocht eindigt -> CH3_IO12
CH3_IO11_ROB;CH3;5033;Het Moordende Tempo;Robur-route: het moordende tempo volhouden. Schrijft de dode flag ch3_io11_route=robur.;;;ch3_io11_route=robur;;;;;;;;;1;Kijk hoe de tocht eindigt -> CH3_IO12
CH3_IO11_GRA;CH3;5050;Vreemde Vriendelijkheid;Gratia-route: herders en boeren voor je winnen. Schrijft de dode flag ch3_io11_route=gratia.;;;ch3_io11_route=gratia;;;;;;;;;1;Kijk hoe de tocht eindigt -> CH3_IO12
CH3_IO12;CH3;5067;Aangespoeld in Egypte;Io bereikt uitgeput de oever van de Nijl.;;;;;;;;;;;;1;Kijk wat Jupiter nu onderneemt -> CH3_IO13
CH3_IO13;CH3;5083;Terug in Menselijke Gedaante;"Jupiter zweert af; Io wordt weer mens en in Egypte als godin vereerd. Zet ch3_lijn_io, souvenir (pauwenveer), eretitel.";;io | argus | hermes;ch3_lijn_io=true;;;;souvenir_io;;;;ch3_io;1;Wacht op wat Athena hierover te zeggen heeft -> CH3_IO14
CH3_IO14;CH3;5122;Athena over Europa;"Coda: Athena vertelt over Europa als spiegelbeeld van Io, en noemt Minos alvast.";;europa;;;;;;;;europa_stier.png;;1;Keer terug naar de Boodschapper — Herakles' beproevingen wachten nog -> CH3_000
CH3_H01;CH3;5149;Acht Beproevingen te Gaan;"Lijn Herakles. Acht (nominaal tien) werken te gaan; Eurystheus kondigt de hinde aan. Draagt de enige 'deur'-payoff van het spel (herakles_harnas).";;;;;herakles_harnas;;;;;;;1;Wacht af wat er zo lastig kan zijn aan een hert -> CH3_H02
CH3_H01_HARNAS;CH3;5165;Een Herinnering in Brons;Payoff-deur: Herakles herkent zijn eigen oude harnas om de schouders van de speler en glimlacht. Enige scène in het spel die alleen via een payoff bereikbaar is.;;;;;;;;;;;;1;Wacht af wat er zo lastig kan zijn aan een hert -> CH3_H02
CH3_H02;CH3;5179;De Cerynitische Hinde;De Cerynitische Hinde: een jaar lang geduldig volgen. Poortwachter: genitivus-puzzel.;;;;;;;;puzzle_ch3h_genitivus;;;;1;Kijk hoe die lange achtervolging eindigt -> CH3_H03
CH3_H03;CH3;5198;Gevangen zonder een Wond;"Herakles vangt de hinde ongedeerd; Diana staat het toe op voorwaarde dat hij haar vrijlaat.";;;;;;;;;;;;1;Kijk of Herakles zijn woord houdt -> CH3_H04
CH3_H04;CH3;5214;De Erymanthische Ever;"De Erymanthische Ever; onderweg opent de centaur Pholus de gemeenschappelijke wijn.";;pholus;;;;;;;;;;1;Kijk hoe Herakles zich verdedigt tegen de woedende kudde -> CH3_H05
CH3_H05;CH3;5233;De Centaurenstrijd;De dronken centauren vallen aan. Combat-bridge.;;;;;;;;;centauren;;;1;Kijk wat de vergiftigde pijlen hebben aangericht -> CH3_H06
CH3_H06;CH3;5250;Chiron;"Een verdwaalde gifpijl treft Chiron, die onsterfelijk is en dus niet kan sterven. Drie houdingskeuzes.";;;;;;;;;;;;3;"Voel intens medelijden met Chiron, gestraft voor andermans dronkenschap -> CH3_H07 | Erken de wrede ironie zonder je erin te laten meeslepen — Herakles moet door -> CH3_H07 | Weet niet goed hoe je dit noodlot moet plaatsen -> CH3_H07"
CH3_H07;CH3;5268;Een Onsterfelijkheid Weggegeven;Vooruitwijzing: Chiron zal zijn onsterfelijkheid aan Prometheus afstaan.;;;;;;;;;;;;1;Ga de ever achterna -> CH3_H07B
CH3_H07B;CH3;5287;De Sneeuwjacht;De ever moet uitgeput worden. Drie routes (volhouden / Robur / Vis).;;;;;;robur 11 | vis 13;;;;;;3;"Blijf gewoon volhouden met achtervolgen tot het dier vanzelf vastloopt -> CH3_H07_OPEN | Ren urenlang mee door de diepe sneeuw, de kou en uitputting doorstaand tot de ever eerder instort dan jij -> CH3_H07_ROB | Dwing het dier met kracht een nauwe bergkloof in waar het geen kant meer op kan -> CH3_H07_VIS"
CH3_H07_OPEN;CH3;5303;Volhouden;Open route: blijven achtervolgen. Schrijft de dode flag ch3_h07_route=open.;;;ch3_h07_route=open;;;;;;;;;1;Kijk hoe Herakles het dier gevangen neemt -> CH3_H07C
CH3_H07_ROB;CH3;5320;Door de Sneeuw;Robur-route: door de diepe sneeuw meerennen. Schrijft de dode flag ch3_h07_route=robur.;;;ch3_h07_route=robur;;;;;;;;;1;Kijk hoe Herakles het dier gevangen neemt -> CH3_H07C
CH3_H07_VIS;CH3;5337;De Kloof;Vis-route: het dier een bergkloof in dwingen. Schrijft de dode flag ch3_h07_route=vis.;;;ch3_h07_route=vis;;;;;;;;;1;Kijk hoe Herakles het dier gevangen neemt -> CH3_H07C
CH3_H07C;CH3;5354;Gevangen;"De ever wordt levend gevangen; Eurystheus duikt zijn bronzen pot in.";;;;;;;;;;;;1;"Ga door naar de volgende, heel andere soort beproeving -> CH3_H08"
CH3_H08;CH3;5368;De Augiasstal;"De Augiasstal; Herakles maakt in het geheim een afspraak met Augias. Poortwachter: dativus-puzzel.";;;;;;;;puzzle_ch3h_dativus;;;;1;Kijk hoe Herakles het onmogelijke voor elkaar krijgt -> CH3_H09
CH3_H09;CH3;5387;Twee Rivieren Omgeleid;"Twee rivieren omgeleid; Augias breekt zijn belofte en Eurystheus keurt de taak af.";;;;;;;;;;augiasstal.png;;1;"Ga door naar de zesde beproeving, ondanks de onrechtvaardige afwijzing -> CH3_H10"
CH3_H10;CH3;5409;De Stymfalische Vogels;"De Stymfalische Vogels; Athena brengt Hephaistos' bronzen ratel. Poortwachter: bijstelling-puzzel.";;athena;;;;;;puzzle_ch3h_bijstelling;;;;1;Kijk wat er gebeurt zodra de vogels opvliegen -> CH3_H11
CH3_H11;CH3;5431;Vogels uit het Riet;De vogels stijgen op boven open water. Poortwachter: tweede dativus-puzzel.;;;;;;;;puzzle_ch3h_dativus2;;;;1;Kijk hoe deze beproeving wordt afgesloten -> CH3_H12
CH3_H12;CH3;5448;De Kretenzische Stier;De Kretenzische Stier op Kreta. Combat-bridge.;;;;;;;;;kretenzische_stier;;;1;Kijk waar Herakles de gevangen stier naartoe brengt -> CH3_H13
CH3_H13;CH3;5467;Losgelaten bij Marathon;"De stier wordt losgelaten bij Marathon, met een vooruitwijzing naar Theseus.";;;;;;;;;;;;1;Ga door naar de zevende beproeving -> CH3_H13B
CH3_H13B;CH3;5483;De Wachters van het Paleis;De wachters bij Diomedes' paleis. Drie routes (recht erop af / Gratia / Robur).;;;;;;gratia 13 | robur 11;;;;;;3;"Ga recht op de poort af, er in het open doorheen -> CH3_H13_OPEN | Doe je voor als gezant met een boodschap voor de koning, en praat je met gezag langs de eerste wachtpost -> CH3_H13_GRA | Houd een uitputtende nachtwake vol tot de aflossende wacht slaperig en onoplettend is -> CH3_H13_ROB"
CH3_H13_OPEN;CH3;5499;Recht Erop Af;Open route: recht op de poort af. Schrijft de dode flag ch3_h13_route=open.;;;ch3_h13_route=open;;;;;;;;;1;Kijk hoe Herakles de stallen bereikt -> CH3_H14
CH3_H13_GRA;CH3;5516;De Gezant;Gratia-route: je voordoen als gezant. Schrijft de dode flag ch3_h13_route=gratia.;;;ch3_h13_route=gratia;;;;;;;;;1;Kijk hoe Herakles de stallen bereikt -> CH3_H14
CH3_H13_ROB;CH3;5533;De Nachtwake;Robur-route: een nachtwake volhouden. Schrijft de dode flag ch3_h13_route=robur.;;;ch3_h13_route=robur;;;;;;;;;1;Kijk hoe Herakles de stallen bereikt -> CH3_H14
CH3_H14;CH3;5550;De Merries van Diomedes;De mensenetende merries van Diomedes van Thracië. Combat-bridge.;;;;;;;;;merries_van_diomedes;;;1;Kijk hoe Herakles de merries uiteindelijk kalmeert -> CH3_H15
CH3_H15;CH3;5569;Poëtische Gerechtigheid;"Diomedes wordt aan zijn eigen merries gevoerd; ze worden kalm.";;;;;;;;;;;;1;Ga door naar de achtste beproeving -> CH3_H16
CH3_H16;CH3;5585;De Gordel van Hippolyte;De gordel van Hippolyte wordt vrijwillig aangeboden. Drie houdingskeuzes.;;;;;;;;;;;;3;"Vertrouw op deze vreedzame afloop, opgelucht dat het geweld hier uitblijft -> CH3_H17 | Blijf op je hoede — na alles wat je hebt gezien, wantrouw je een te gemakkelijke afloop -> CH3_H17 | Wacht simpelweg af of het inderdaad zo eenvoudig blijft -> CH3_H17"
CH3_H17;CH3;5603;Juno's Laatste List;"Juno's list doet de Amazones aanvallen; Hippolyte sterft. Combat-bridge.";;;;;;;;;amazones;;;1;"Draag de gordel mee, zwaarder dan hij had moeten zijn -> CH3_H18"
CH3_H18;CH3;5622;Het Vee van Geryon;"Het vee van Geryon in het uiterste westen; de Zuilen van Herakles ontstaan.";;;;;;;;;;;;1;Kijk hoe Herakles de kudde probeert te bemachtigen -> CH3_H19
CH3_H19;CH3;5638;"Drie Lichamen, Eén Val";Geryon met zijn drie lichamen verdedigt zijn kudde. Combat-bridge.;;;;;;;;;geryon;;;1;Drijf de veroverde kudde helemaal terug naar Mycene -> CH3_H20
