id;scene;hoofdstuk;regel;tekst;doel;echte_keuze;keuzes_in_scene;unieke_doelen;voorwaarde;approach;effect_flags;effect_relaties;gevolg
K0192;CH2_H03;CH2;4334;Weet niet goed wat je van dit voorteken moet denken;CH2_H04;true;3;1;;NEUTRAL;;;schijnkeuze
K0193;CH2_H03;CH2;4334;Voel bewondering voor wat dit kind ooit zal worden;CH2_H04;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0194;CH2_H04;CH2;4350;"Blijf nog even bij dit geluk stilstaan, voor het te laat is";CH2_H05;false;1;1;;;;;doorklik
K0195;CH2_H05;CH2;4366;Weet dat dit een noodlot is dat niemand had kunnen afwenden;CH2_H06;true;3;1;;SEVERITAS;;;duurzaam-houding
K0196;CH2_H05;CH2;4366;"Kijk toe, verlamd door een onheil dat je niet kunt plaatsen";CH2_H06;true;3;1;;NEUTRAL;;;schijnkeuze
K0197;CH2_H05;CH2;4366;"Wil wanhopig ingrijpen, wetend wat er komen gaat";CH2_H06;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0198;CH2_H06;CH2;4384;"Blijf bij hem, ook al is er niets meer te zeggen";CH2_H07;false;1;1;;;;;doorklik
K0199;CH2_H07;CH2;4403;Wacht af welke eerste beproeving hem te wachten staat;CH2_H07B;false;1;1;;;;;doorklik
K0200;CH2_H07B;CH2;4422;Wijs Herakles op de tweede opening — hij regelt het zelf;CH2_H08;true;3;3;;;;;lokaal
K0201;CH2_H07B;CH2;4422;"Rol een zwaar rotsblok voor de tweede opening, schouder aan schouder met Herakles' eigen kracht";CH2_H07_VIS;true;3;3;STAT vis 11;;ch2_h07_route=vis;;lokaal
K0202;CH2_H07B;CH2;4422;"Sluip om de grot heen en stapel snel losse stenen en takken op, voor het beest iets in de gaten heeft";CH2_H07_AGI;true;3;3;STAT agilitas 13;;ch2_h07_route=agilitas;;lokaal
K0203;CH2_H07_VIS;CH2;4438;Kijk hoe Herakles de grot binnengaat;CH2_H08;false;1;1;;;;;doorklik
K0204;CH2_H07_AGI;CH2;4455;Kijk hoe Herakles de grot binnengaat;CH2_H08;false;1;1;;;;;doorklik
K0205;CH2_H08;CH2;4472;Kijk hoe hij zich herstelt van het gevecht;CH2_H09;false;1;1;;;herakles_harnas=true;;doorklik
K0206;CH2_H09;CH2;4491;Vraag je af wat de volgende beproeving zal zijn;CH2_H10;false;1;1;;;;;doorklik
K0207;CH2_H10;CH2;4512;Volg hen het moeras in;CH2_H10B;false;1;1;;;;;doorklik
K0208;CH2_H10B;CH2;4529;"Roep waarschuwend naar Iolaos, die al bijspringt";CH2_H11;true;3;3;;;;;lokaal
K0209;CH2_H10B;CH2;4529;"Stamp het beest zelf onder je hiel, ondanks de pijnlijke klauwen die zich vastklemmen";CH2_H10_ROB;true;3;3;STAT robur 11;;ch2_h10_route=robur;;lokaal
K0210;CH2_H10B;CH2;4529;Grijp de krab bij zijn schaar en smijt hem terug het moeras in voor hij kan toebijten;CH2_H10_AGI;true;3;3;STAT agilitas 13;;ch2_h10_route=agilitas;;lokaal
K0211;CH2_H10_ROB;CH2;4545;Volg hen het moeras in;CH2_H11;false;1;1;;;;;doorklik
K0212;CH2_H10_AGI;CH2;4562;Volg hen het moeras in;CH2_H11;false;1;1;;;;;doorklik
K0213;CH2_H11;CH2;4579;Kijk hoe het gevecht wordt beoordeeld;CH2_H12;false;1;1;;;ch2_lijn_herakles=true | herakles_taken_voltooid=2;;doorklik
K0214;CH2_H12;CH2;4596;Keer terug — er wachten nog meer verhalen;CH2_000;false;1;1;;;;;doorklik
K0215;CH2_ATHENA;CH2;4635;Laat haar woorden bezinken;CH2_ORAKEL;false;1;1;;;;;doorklik
K0216;CH2_ORAKEL;CH2;4662;Luister verder;CH2_EINDE;false;1;1;;;;;doorklik
K0217;CH2_EINDE;CH2;4685;Stap door de poort;CH3_000;false;1;1;;;;;doorklik
K0218;CH3_000;CH3;4719;"Volg Io, priesteres van Juno en Jupiters volgende geheime liefde";CH3_IO01;true;3;3;DONE ch3_lijn_io;;;;lokaal
K0219;CH3_000;CH3;4719;"Volg Herakles, die tien beproevingen te gaan heeft";CH3_H01;true;3;3;DONE ch3_lijn_herakles;;;;lokaal
K0220;CH3_000;CH3;4719;"Spreek het Orakel aan, nu beide verhalen zijn gehoord";CH3_ATHENA;true;3;3;REQUIRE fragments=6;;;;lokaal
K0221;CH3_IO01;CH3;4740;Kijk hoe Jupiter zijn kans grijpt;CH3_IO02;false;1;1;;;;;doorklik
K0222;CH3_IO02;CH3;4759;Kijk wat er gebeurt wanneer de wolk optrekt;CH3_IO03;false;1;1;;;;;doorklik
K0223;CH3_IO03;CH3;4778;"Voel medelijden met Io, die niets van dit alles heeft gekozen";CH3_IO04;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0224;CH3_IO03;CH3;4778;"Voel vooral verachting voor Jupiters lafheid — hij redt zichzelf, niet haar";CH3_IO04;true;3;1;;SEVERITAS;;;duurzaam-houding
K0225;CH3_IO03;CH3;4778;"Kijk toe, niet goed wetend wie hier meer medelijden verdient";CH3_IO04;true;3;1;;NEUTRAL;;;schijnkeuze
K0226;CH3_IO04;CH3;4796;Kijk wat Juno met haar nieuwe bezit van plan is;CH3_IO05;false;1;1;;;;;doorklik
K0227;CH3_IO05;CH3;4815;Kijk hoe Io haar nieuwe gevangenschap doorstaat;CH3_IO06;false;1;1;;;;;doorklik
K0228;CH3_IO06;CH3;4837;"Blijf bij dit moment stilstaan, geraakt door zoveel onmacht";CH3_IO07;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0229;CH3_IO06;CH3;4837;Concludeer nuchter dat medelijden hier niets zal veranderen;CH3_IO07;true;3;1;;SEVERITAS;;;duurzaam-houding
K0230;CH3_IO06;CH3;4837;"Kijk toe, zonder goed te weten wat je met dit verdriet aan moet";CH3_IO07;true;3;1;;NEUTRAL;;;schijnkeuze
K0231;CH3_IO07;CH3;4855;Volg Mercurius op zijn missie;CH3_IO07B;false;1;1;;;;;doorklik
K0232;CH3_IO07B;CH3;4874;"Blijf gewoon zitten kijken, alert genoeg";CH3_IO07_OPEN;true;3;3;;;ch3_io07_route=open;;lokaal
K0233;CH3_IO07B;CH3;4874;"Houd urenlang, zonder ooit je aandacht te verliezen, de omgeving in de gaten";CH3_IO07_ROB;true;3;3;STAT robur 13;;ch3_io07_route=robur;;lokaal
K0234;CH3_IO07B;CH3;4874;Praat een nieuwsgierige voorbijganger die te dichtbij komt behendig een andere kant op;CH3_IO07_GRA;true;3;3;STAT gratia 11;;ch3_io07_route=gratia;;lokaal
K0235;CH3_IO07_OPEN;CH3;4890;Kijk hoe Mercurius zijn verhaal voortzet;CH3_IO08;false;1;1;;;;;doorklik
K0236;CH3_IO07_ROB;CH3;4907;Kijk hoe Mercurius zijn verhaal voortzet;CH3_IO08;false;1;1;;;;;doorklik
K0237;CH3_IO07_GRA;CH3;4924;Kijk hoe Mercurius zijn verhaal voortzet;CH3_IO08;false;1;1;;;;;doorklik
K0238;CH3_IO08;CH3;4941;Kijk wat Mercurius doet zodra Argus eindelijk volledig slaapt;CH3_IO09;false;1;1;;;;;doorklik
K0239;CH3_IO09;CH3;4960;Kijk hoe Juno haar trouwe wachter eert;CH3_IO10;false;1;1;;;;;doorklik
K0240;CH3_IO10;CH3;4979;Wacht af wat Juno nu bedenkt;CH3_IO11;false;1;1;;;;;doorklik
K0241;CH3_IO11;CH3;4998;"Blijf haar volgen, zo goed en kwaad als het gaat";CH3_IO11_OPEN;true;3;3;;;ch3_io11_route=open;;lokaal
K0242;CH3_IO11;CH3;4998;"Houd het moordende tempo urenlang vol, dwars over bergen en kusten, zonder ooit te pauzeren";CH3_IO11_ROB;true;3;3;STAT robur 13;;ch3_io11_route=robur;;lokaal
K0243;CH3_IO11;CH3;4998;Win onderweg herders en boeren voor je — hun gastvrijheid en aanwijzingen leggen haar spoor sneller bloot;CH3_IO11_GRA;true;3;3;STAT gratia 11;;ch3_io11_route=gratia;;lokaal
K0244;CH3_IO11_OPEN;CH3;5016;Kijk hoe de tocht eindigt;CH3_IO12;false;1;1;;;;;doorklik
K0245;CH3_IO11_ROB;CH3;5033;Kijk hoe de tocht eindigt;CH3_IO12;false;1;1;;;;;doorklik
K0246;CH3_IO11_GRA;CH3;5050;Kijk hoe de tocht eindigt;CH3_IO12;false;1;1;;;;;doorklik
K0247;CH3_IO12;CH3;5067;Kijk wat Jupiter nu onderneemt;CH3_IO13;false;1;1;;;ch3_lijn_io=true;;doorklik
K0248;CH3_IO13;CH3;5083;Wacht op wat Athena hierover te zeggen heeft;CH3_IO14;false;1;1;;;;;doorklik
K0249;CH3_IO14;CH3;5122;Keer terug naar de Boodschapper — Herakles' beproevingen wachten nog;CH3_000;false;1;1;;;;;doorklik
K0250;CH3_H01;CH3;5149;Wacht af wat er zo lastig kan zijn aan een hert;CH3_H02;false;1;1;;;;;doorklik
K0251;CH3_H01_HARNAS;CH3;5165;Wacht af wat er zo lastig kan zijn aan een hert;CH3_H02;false;1;1;;;;;doorklik
K0252;CH3_H02;CH3;5179;Kijk hoe die lange achtervolging eindigt;CH3_H03;false;1;1;;;;;doorklik
K0253;CH3_H03;CH3;5198;Kijk of Herakles zijn woord houdt;CH3_H04;false;1;1;;;;;doorklik
K0254;CH3_H04;CH3;5214;Kijk hoe Herakles zich verdedigt tegen de woedende kudde;CH3_H05;false;1;1;;;;;doorklik
K0255;CH3_H05;CH3;5233;Kijk wat de vergiftigde pijlen hebben aangericht;CH3_H06;false;1;1;;;;;doorklik
K0256;CH3_H06;CH3;5250;"Voel intens medelijden met Chiron, gestraft voor andermans dronkenschap";CH3_H07;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0257;CH3_H06;CH3;5250;Erken de wrede ironie zonder je erin te laten meeslepen — Herakles moet door;CH3_H07;true;3;1;;SEVERITAS;;;duurzaam-houding
K0258;CH3_H06;CH3;5250;Weet niet goed hoe je dit noodlot moet plaatsen;CH3_H07;true;3;1;;NEUTRAL;;;schijnkeuze
K0259;CH3_H07;CH3;5268;Ga de ever achterna;CH3_H07B;false;1;1;;;;;doorklik
K0260;CH3_H07B;CH3;5287;Blijf gewoon volhouden met achtervolgen tot het dier vanzelf vastloopt;CH3_H07_OPEN;true;3;3;;;ch3_h07_route=open;;lokaal
K0261;CH3_H07B;CH3;5287;"Ren urenlang mee door de diepe sneeuw, de kou en uitputting doorstaand tot de ever eerder instort dan jij";CH3_H07_ROB;true;3;3;STAT robur 11;;ch3_h07_route=robur;;lokaal
K0262;CH3_H07B;CH3;5287;Dwing het dier met kracht een nauwe bergkloof in waar het geen kant meer op kan;CH3_H07_VIS;true;3;3;STAT vis 13;;ch3_h07_route=vis;;lokaal
K0263;CH3_H07_OPEN;CH3;5303;Kijk hoe Herakles het dier gevangen neemt;CH3_H07C;false;1;1;;;;;doorklik
K0264;CH3_H07_ROB;CH3;5320;Kijk hoe Herakles het dier gevangen neemt;CH3_H07C;false;1;1;;;;;doorklik
K0265;CH3_H07_VIS;CH3;5337;Kijk hoe Herakles het dier gevangen neemt;CH3_H07C;false;1;1;;;;;doorklik
K0266;CH3_H07C;CH3;5354;"Ga door naar de volgende, heel andere soort beproeving";CH3_H08;false;1;1;;;;;doorklik
K0267;CH3_H08;CH3;5368;Kijk hoe Herakles het onmogelijke voor elkaar krijgt;CH3_H09;false;1;1;;;;;doorklik
K0268;CH3_H09;CH3;5387;"Ga door naar de zesde beproeving, ondanks de onrechtvaardige afwijzing";CH3_H10;false;1;1;;;;;doorklik
K0269;CH3_H10;CH3;5409;Kijk wat er gebeurt zodra de vogels opvliegen;CH3_H11;false;1;1;;;;;doorklik
K0270;CH3_H11;CH3;5431;Kijk hoe deze beproeving wordt afgesloten;CH3_H12;false;1;1;;;;;doorklik
K0271;CH3_H12;CH3;5448;Kijk waar Herakles de gevangen stier naartoe brengt;CH3_H13;false;1;1;;;;;doorklik
K0272;CH3_H13;CH3;5467;Ga door naar de zevende beproeving;CH3_H13B;false;1;1;;;;;doorklik
K0273;CH3_H13B;CH3;5483;"Ga recht op de poort af, er in het open doorheen";CH3_H13_OPEN;true;3;3;;;ch3_h13_route=open;;lokaal
K0274;CH3_H13B;CH3;5483;"Doe je voor als gezant met een boodschap voor de koning, en praat je met gezag langs de eerste wachtpost";CH3_H13_GRA;true;3;3;STAT gratia 13;;ch3_h13_route=gratia;;lokaal
K0275;CH3_H13B;CH3;5483;Houd een uitputtende nachtwake vol tot de aflossende wacht slaperig en onoplettend is;CH3_H13_ROB;true;3;3;STAT robur 11;;ch3_h13_route=robur;;lokaal
K0276;CH3_H13_OPEN;CH3;5499;Kijk hoe Herakles de stallen bereikt;CH3_H14;false;1;1;;;;;doorklik
K0277;CH3_H13_GRA;CH3;5516;Kijk hoe Herakles de stallen bereikt;CH3_H14;false;1;1;;;;;doorklik
K0278;CH3_H13_ROB;CH3;5533;Kijk hoe Herakles de stallen bereikt;CH3_H14;false;1;1;;;;;doorklik
K0279;CH3_H14;CH3;5550;Kijk hoe Herakles de merries uiteindelijk kalmeert;CH3_H15;false;1;1;;;;;doorklik
K0280;CH3_H15;CH3;5569;Ga door naar de achtste beproeving;CH3_H16;false;1;1;;;;;doorklik
K0281;CH3_H16;CH3;5585;"Vertrouw op deze vreedzame afloop, opgelucht dat het geweld hier uitblijft";CH3_H17;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0282;CH3_H16;CH3;5585;"Blijf op je hoede — na alles wat je hebt gezien, wantrouw je een te gemakkelijke afloop";CH3_H17;true;3;1;;SEVERITAS;;;duurzaam-houding
K0283;CH3_H16;CH3;5585;Wacht simpelweg af of het inderdaad zo eenvoudig blijft;CH3_H17;true;3;1;;NEUTRAL;;;schijnkeuze
K0284;CH3_H17;CH3;5603;"Draag de gordel mee, zwaarder dan hij had moeten zijn";CH3_H18;false;1;1;;;;;doorklik
K0285;CH3_H18;CH3;5622;Kijk hoe Herakles de kudde probeert te bemachtigen;CH3_H19;false;1;1;;;;;doorklik
K0286;CH3_H19;CH3;5638;Drijf de veroverde kudde helemaal terug naar Mycene;CH3_H20;false;1;1;;;;;doorklik
K0287;CH3_H20;CH3;5655;Kijk hoe Herakles daarna de appels zelf probeert te bemachtigen;CH3_H21;false;1;1;;;;;doorklik
K0288;CH3_H21;CH3;5674;Kijk hoe Herakles zich uit deze list weet te redden;CH3_H22;false;1;1;;;;;doorklik
K0289;CH3_H22;CH3;5696;Wacht af wat Eurystheus voor de twaalfde en laatste taak heeft bedacht;CH3_H23;false;1;1;;;;;doorklik
K0290;CH3_H23;CH3;5715;Daal af naar de poort van de onderwereld;CH3_H23B;false;1;1;;;;;doorklik
K0291;CH3_H23B;CH3;5734;Laat Athena en Mercurius je stap voor stap veilig door het duister begeleiden;CH3_H23_OPEN;true;2;2;;;ch3_h23_route=open;;lokaal
K0292;CH3_H23B;CH3;5734;"Leg de tocht alleen af, op eigen doorzettingsvermogen, en verdraag de verstikkende zwaarte zonder te wankelen";CH3_H23_ROB;true;2;2;STAT robur 15;;ch3_h23_route=robur;;lokaal
K0293;CH3_H23_OPEN;CH3;5749;Kijk hoe Herakles tegenover Cerberus komt te staan;CH3_H24;false;1;1;;;;;doorklik
K0294;CH3_H23_ROB;CH3;5766;Kijk hoe Herakles tegenover Cerberus komt te staan;CH3_H24;false;1;1;;;;;doorklik
K0295;CH3_H24;CH3;5783;Kijk hoe Herakles het driekoppige beest weet te overmeesteren;CH3_H25;false;1;1;;;ch3_lijn_herakles=true | herakles_taken_voltooid=12;;doorklik
K0296;CH3_H25;CH3;5802;Keer terug naar de Boodschapper;CH3_000;false;1;1;;;;;doorklik
K0297;CH3_ATHENA;CH3;5844;Laat haar woorden bezinken;CH3_ORAKEL;false;1;1;;;;;doorklik
K0298;CH3_ORAKEL;CH3;5869;Luister verder;CH3_EINDE;false;1;1;;;;;doorklik
K0299;CH3_EINDE;CH3;5892;Stap door de poort;CH4_000;false;1;1;;;;;doorklik
K0300;CH4_000;CH4;5929;"Volg Theseus naar Kreta, waar een labyrint en een monster op hem wachten";CH4_T01;true;3;3;DONE ch4_lijn_theseus;;;;lokaal
K0301;CH4_000;CH4;5929;"Volg Phaëthon, die aan zijn eigen afkomst twijfelt";CH4_P01;true;3;3;DONE ch4_lijn_phaethon;;;;lokaal
K0302;CH4_000;CH4;5929;"Spreek het Orakel aan, nu beide verhalen zijn gehoord";CH4_ATHENA;true;3;3;REQUIRE fragments=8;;;;lokaal
K0303;CH4_T01;CH4;5950;"Voel vooral medelijden met Aegeus, die zijn net teruggevonden zoon dreigt te verliezen";CH4_T02;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0304;CH4_T01;CH4;5950;"Erken nuchter dat iemand dit moet doen, en dat vrijwilligers zeldzaam zijn";CH4_T02;true;3;1;;SEVERITAS;;;duurzaam-houding
K0305;CH4_T01;CH4;5950;"Voel de spanning tussen trots en angst, zonder een duidelijke kant te kiezen";CH4_T02;true;3;1;;NEUTRAL;;;schijnkeuze
K0306;CH4_T02;CH4;5971;Vaar mee naar Kreta;CH4_T03;false;1;1;;;;;doorklik
K0307;CH4_T03;CH4;5993;Kijk wat Ariadne besluit te doen;CH4_T04;false;1;1;;;;;doorklik
K0308;CH4_T04;CH4;6012;Kijk wat Ariadne voor Theseus overheeft;CH4_T05;false;1;1;;;;;doorklik
K0309;CH4_T05;CH4;6031;Bewonder vooral haar moed om tegen haar eigen vader in te gaan;CH4_T06;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0310;CH4_T05;CH4;6031;Erken vooral hoe berekenend haar hulp is — ze vraagt er tenslotte iets voor terug;CH4_T06;true;3;1;;SEVERITAS;;;duurzaam-houding
K0311;CH4_T05;CH4;6031;"Twijfel of dit nu liefde is, wanhoop, of iets van beide";CH4_T06;true;3;1;;NEUTRAL;;;schijnkeuze
K0312;CH4_T06;CH4;6049;"Ga het duister in, op het geluid af";CH4_T06B;false;1;1;;;;;doorklik
K0313;CH4_T06B;CH4;6068;Houd links aan;CH4_T07;true;2;2;;;;;lokaal
K0314;CH4_T06B;CH4;6068;Ga naar rechts;CH4_T06R1;true;2;2;;;;;lokaal
K0315;CH4_T06R1;CH4;6083;"Loop door, er is toch geen weg terug zonder het monster onder ogen te komen";CH4_T06R2;false;1;1;;;;;doorklik
K0316;CH4_T06R2;CH4;6099;Zoek wanhopig verder naar een uitweg;CH4_T06R3;false;1;1;;;;;doorklik
K0317;CH4_T06R3;CH4;6115;Begin de tocht door het labyrint opnieuw;CH4_T06B;false;1;1;;;;;doorklik
K0318;CH4_T07;CH4;6131;Kijk wat er van het monster overblijft;CH4_T08;false;1;1;;;;;doorklik
K0319;CH4_T08;CH4;6148;"Sluip via achterstraatjes en olijfgaarden — trager, maar veilig";CH4_T08_OPEN;true;3;3;;;ch4_t08_route=open;;lokaal
K0320;CH4_T08;CH4;6148;"Draag een van de uitgeputte offerlingen, die het tempo niet meer bijhoudt, het laatste stuk zelf";CH4_T08_ROB;true;3;3;STAT robur 13;;ch4_t08_route=robur;;lokaal
K0321;CH4_T08;CH4;6148;Praat een achterdochtige wachter bij de kade om met een overtuigend verhaal;CH4_T08_GRA;true;3;3;STAT gratia 11;;ch4_t08_route=gratia;;lokaal
K0322;CH4_T08_OPEN;CH4;6167;Vaar weg van Kreta;CH4_T09;false;1;1;;;;;doorklik
K0323;CH4_T08_ROB;CH4;6184;Vaar weg van Kreta;CH4_T09;false;1;1;;;;;doorklik
K0324;CH4_T08_GRA;CH4;6201;Vaar weg van Kreta;CH4_T09;false;1;1;;;;;doorklik
K0325;CH4_T09;CH4;6218;"Voel vooral woede namens Ariadne, die dit niet verdiende";CH4_T10;true;3;1;;SEVERITAS;;;duurzaam-houding
K0326;CH4_T09;CH4;6218;"Zoek naar begrip voor Theseus, die net een monster heeft overleefd en amper meer helder kan denken";CH4_T10;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0327;CH4_T09;CH4;6218;Laat het oordeel voorlopig in het midden;CH4_T10;true;3;1;;NEUTRAL;;;schijnkeuze
K0328;CH4_T10;CH4;6236;"Keer terug naar Theseus, die niet weet wat hij heeft achtergelaten";CH4_T11;false;1;1;;;;;doorklik
K0329;CH4_T11;CH4;6261;Kijk hoe Daidalos zijn eigen gevangenschap probeert te ontlopen;CH4_T11B;false;1;1;;;;;doorklik
K0330;CH4_T11B;CH4;6278;"Verzamel geduldig, dag na dag, wat toevallig aanwaait";CH4_T11_OPEN;true;3;3;;;ch4_t11_route=open;;lokaal
K0331;CH4_T11B;CH4;6278;"Doorsta het meedogenloze, urenlange werk van veren sorteren en was smelten zonder rust";CH4_T11_ROB;true;3;3;STAT robur 13;;ch4_t11_route=robur;;lokaal
K0332;CH4_T11B;CH4;6278;Overtuig een bewaker om stiekem extra was en linnen naar binnen te smokkelen;CH4_T11_GRA;true;3;3;STAT gratia 15;;ch4_t11_route=gratia;;lokaal
K0333;CH4_T11_OPEN;CH4;6294;Kijk hoe Daidalos de vleugels vlecht;CH4_T12;false;1;1;;;;;doorklik
K0334;CH4_T11_ROB;CH4;6311;Kijk hoe Daidalos de vleugels vlecht;CH4_T12;false;1;1;;;;;doorklik
K0335;CH4_T11_GRA;CH4;6328;Kijk hoe Daidalos de vleugels vlecht;CH4_T12;false;1;1;;;;;doorklik
K0336;CH4_T12;CH4;6345;Kijk hoe de vlucht begint;CH4_T13;false;1;1;;;;;doorklik
K0337;CH4_T13;CH4;6361;Voel vooral verdriet om een vader die zijn zoon niet kon redden;CH4_T14;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0338;CH4_T13;CH4;6361;Erken nuchter dat een gewaarschuwde zoon ook zelf verantwoordelijkheid draagt;CH4_T14;true;3;1;;SEVERITAS;;;duurzaam-houding
K0339;CH4_T13;CH4;6361;Weet niet goed bij wie het verdriet of de schuld het zwaarst hoort te wegen;CH4_T14;true;3;1;;NEUTRAL;;;schijnkeuze
K0340;CH4_T14;CH4;6387;"Keer terug naar het schip van Theseus, dat inmiddels Athene nadert";CH4_T15;false;1;1;;;;;doorklik
K0341;CH4_T15;CH4;6407;Kijk wat Aegeus doet;CH4_T16;false;1;1;;;ch4_lijn_theseus=true;;doorklik
K0342;CH4_T16;CH4;6423;Keer terug naar de Boodschapper — Phaëthons verhaal wacht nog;CH4_000;false;1;1;;;;;doorklik
K0343;CH4_P01;CH4;6465;Volg Phaëthon op zijn tocht naar het oosten;CH4_P02;false;1;1;;;;;doorklik
K0344;CH4_P02;CH4;6484;Kijk welke wens Phaëthon uitspreekt;CH4_P03;false;1;1;;;;;doorklik
K0345;CH4_P03;CH4;6503;"Voel vooral medelijden met Sol, die zichzelf in de val heeft gepraat";CH4_P04;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0346;CH4_P03;CH4;6503;"Erken nuchter dat een eed nu eenmaal een eed is, hoe onverstandig ook";CH4_P04;true;3;1;;SEVERITAS;;;duurzaam-houding
K0347;CH4_P03;CH4;6503;Twijfel of Sol dit wel had mogen beloven voor hij de vraag zelfs kende;CH4_P04;true;3;1;;NEUTRAL;;;schijnkeuze
K0348;CH4_P04;CH4;6524;Kijk waar de wagen naartoe raast;CH4_P05;false;1;1;;;;;doorklik
K0349;CH4_P05;CH4;6540;Kijk wie deze ramp uiteindelijk moet stoppen;CH4_P06;false;1;1;;;;;doorklik
K0350;CH4_P06;CH4;6556;"Kijk hoe Tellus haar smeekbede uit, en hoe Jupiter luistert";CH4_P06_OPEN;true;3;3;;;ch4_p06_route=open;;lokaal
K0351;CH4_P06;CH4;6556;"Merk op hóe Tellus Jupiter overtuigt, niet alleen wát ze zegt";CH4_P06_GRA;true;3;3;STAT gratia 13;;ch4_p06_route=gratia;;lokaal
K0352;CH4_P06;CH4;6556;Merk op wát het volhouden haar al gekost heeft voor ze sprak;CH4_P06_ROB;true;3;3;STAT robur 11;;ch4_p06_route=robur;;lokaal
K0353;CH4_P06_OPEN;CH4;6575;Kijk hoe Jupiter reageert;CH4_P07;false;1;1;;;;;doorklik
K0354;CH4_P06_GRA;CH4;6592;Kijk hoe Jupiter reageert;CH4_P07;false;1;1;;;;;doorklik
K0355;CH4_P06_ROB;CH4;6609;Kijk hoe Jupiter reageert;CH4_P07;false;1;1;;;;;doorklik
K0356;CH4_P07;CH4;6626;"Vind Jupiters daad gerechtvaardigd, hoe hard ook";CH4_P08;true;3;1;;SEVERITAS;;;duurzaam-houding
K0357;CH4_P07;CH4;6626;"Blijf medelijden voelen met Phaëthon, ondanks alles";CH4_P08;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0358;CH4_P07;CH4;6626;Erken dat er hier geen echt goede uitkomst meer mogelijk was;CH4_P08;true;3;1;;NEUTRAL;;;schijnkeuze
K0359;CH4_P08;CH4;6648;Kijk wie er rouwt om zijn dood;CH4_P09;false;1;1;;;;;doorklik
K0360;CH4_P09;CH4;6662;Kijk wie er nog meer treurt;CH4_P10;false;1;1;;;ch4_lijn_phaethon=true;;doorklik
K0361;CH4_P10;CH4;6687;Keer terug naar de Boodschapper — Theseus' verhaal wacht nog;CH4_000;false;1;1;;;;;doorklik
K0362;CH4_ATHENA;CH4;6718;Laat haar woorden bezinken;CH4_ORAKEL;false;1;1;;;;;doorklik
K0363;CH4_ORAKEL;CH4;6737;Luister verder;CH4_EINDE;false;1;1;;;;;doorklik
K0364;CH4_EINDE;CH4;6760;Stap door de poort;CH5_000;false;1;1;;;;;doorklik
K0365;CH5_000;CH5;6832;Volg Jason naar de haven van Iolcus;CH5_001;false;1;1;;;;;doorklik
K0366;CH5_001;CH5;6854;Kijk wie er allemaal op die oproep afkomen;CH5_002;false;1;1;;;;;doorklik
K0367;CH5_002;CH5;6873;Kijk wie er nog meer aan boord stapt;CH5_003;false;1;1;;;;;doorklik
K0368;CH5_003;CH5;6898;Zoek in zijn ogen naar een spoor van wat hij nog gaat vergeten;CH5_004;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0369;CH5_003;CH5;6898;"Bekijk hem nuchter als gewoon nog een bemanningslid, niets meer";CH5_004;true;3;1;;SEVERITAS;;;duurzaam-houding
K0370;CH5_003;CH5;6898;Laat het vreemde gevoel van iets-weten-wat-hij-niet-weet gewoon op je inwerken;CH5_004;true;3;1;;NEUTRAL;;;schijnkeuze
K0371;CH5_004;CH5;6916;Kijk hoe de tocht wordt voorbereid;CH5_004B;false;1;1;;;;;doorklik
K0372;CH5_004B;CH5;6935;Neem gewoon de eerstvolgende vrije bank;CH5_004_OPEN;true;3;3;;;ch5_004_route=open;;lokaal
K0373;CH5_004B;CH5;6935;Zet je rug tegen een testroeispaan en overtuig de stuurman met pure kracht dat je een voorste bank verdient;CH5_004_VIS;true;3;3;STAT vis 11;;ch5_004_route=vis;;lokaal
K0374;CH5_004B;CH5;6935;Wijs de stuurman op een slimmere indeling — wie qua humeur en gewicht beter naast wie past;CH5_004_PRU;true;3;3;STAT prudentia 13;;ch5_004_route=prudentia;;lokaal
K0375;CH5_004_OPEN;CH5;6951;Kijk hoe de tocht wordt voorbereid;CH5_005;false;1;1;;;;;doorklik
K0376;CH5_004_VIS;CH5;6968;Kijk hoe de tocht wordt voorbereid;CH5_005;false;1;1;;;;;doorklik
K0377;CH5_004_PRU;CH5;6985;Kijk hoe de tocht wordt voorbereid;CH5_005;false;1;1;;;;;doorklik
K0378;CH5_005;CH5;7002;Vaar uit Iolcus weg;CH5_006;false;1;1;;;ch5_bemanning_uitrusting=true;;doorklik
K0379;CH5_006;CH5;7019;Vaar de open zee op;CH5_007;false;1;1;;;;;doorklik
K0380;CH5_007;CH5;7038;Kijk wie het everzwijn het eerst weet te vinden;CH5_008;false;1;1;;;;;doorklik
K0381;CH5_008;CH5;7057;"Volg Atalanta, die op haar eigen spoor jaagt";CH5_008A;true;2;2;;;;;lokaal
